Edad,Sexo,1. Siento que mi padre raras veces me...,Clasificación I1,2. Cuando tengo mala suerte...,Clasificación I2,3. Siempre anhelé...,Clasificación I3,4. Si yo estuviera a cargo...,Clasificación I4,5. El futuro me parece...,Clasificación I5,6. Las personas que tienen una posición superior a mí...,Clasificación I6,"7. Sé que es tonto, pero tengo miedo de...",Clasificación I7,8. Creo que un verdadero amigo...,Clsificación I8,9. Cuando era niño(a)...,Clasificación I9,10. Mi idea de mujer (hombre) perfecta(o)...,Clasificación I10,11. Cuando veo a un hombre y a una mujer juntos...,Clasificación I11,"12. Comparando las demás familias, la mía...",Clasificación I12,13. En las acciones que implican trabajo me llevo mejor con...,Clasificación I13,14. Mi madre...,Clasificación I14,15. Haría cualquier cosa por olvidar la vez que...,Clasificación I15,16. Si mi padre tan solo...,Clasificación I16,17. Siento que tengo habilidades para...,Clasificación I17,18. Sería perfectamente feliz si...,Clasificación I18,19. Si la gente trabajara para mí...,Clasificación I19,20. Yo espero...,Clasificación 20,"21. En el colegio, mis profesores...",Clasificación I21,22. La mayoría de mis amistades no saben que tengo miedo de...,Clasificación I22,23. No me gusta...,Clasificación I23,24. Antes...,Clasificación I24,25. Pienso que la mayoría de los muchachos(as)...,Clasificación I25,26. Yo creo que la vida matrimonial...,Clasificación I26,27. Mi familia me trata como...,Clasificación I27,28. Aquellos con los que trabajo...,Clasificación I28,29. Mi madre y yo...,Clasificación I29,30. Mi más grande error fue...,Clasificación I30,31. Desearía que mi padre...,Clasificación I31,32. Mi mayor debilidad...,Clasificación I32,33. Mi ambición secreta en la vida...,Clasificación I33,34. La gente que trabaja para mí...,Clasificación I34,35. Algún día yo...,Clasificación I35,36. Cuando veo al jefe venir...,Clasificación I36,37. Quisiera perder el miedo de...,Clasificación I37,38. La gente que más me agrada...,Clasificación I38,39. Si fuera joven otra vez...,Clasificación I39,40. Creo que la mayoría de las mujeres (hombres)...,Clasificación I40,41. Si tuviera relaciones sexuales...,Clasificación I41,42. La mayoría de las familias que conozco...,Clasificación I42,43. Me gusta trabajar con la gente que...,Clasificación I43,44. Creo que la mayoría de las madres...,Clasificación I44,45. Cuando era más joven me sentía culpable de...,Clasificación I45,46. Siento que mi padre es...,Clasificación I46,47. Cuando la suerte se vuelve en contra mía...,Clasificación I47,"48. Cuando doy órdenes, yo...",Clasificación I48,49. Lo que más deseo en la vida es...,Clasificación I49,50. Dentro de algún tiempo...,Clasificación I50,51. La gente a quien yo considero mis superiores...,Clasificación I51,52. Mis temores en ocasiones me obligan a...,Clasificación I52,"53. Cuando no estoy, mis amigos...",Clasificación I53,54. Mi más vívido recuerdo de la infancia...,Clasificación I54,55. Lo que menos me gusta de los hombres (mujeres)...,Clasificación I55,56. Mi vida sexual...,Clasificación I56,57. Cuando era niño(a)...,Clasificación I57,"58. La gente que trabaja conmigo, generalmente...",Clasificación I58,"59. Me agrada mi madre, pero...",Clasificación I59,60. La peor cosa que he hecho...,Clasificación I60
55,Femenino.,Recuerda,Negativo,Sufro,Negativo,Viajar por el mundo,Positivo,La presidencia,Neutro,Incierto ,Ambiguo,A veces son injustas ,Negativo,No cumplir mis anhelos ,Negativo,Siempre está ahí para ayudarnos y apoyarnos,Negativo,Hacía pasteles de tierra ,Positivo,Íntegra en todo el sentido de la palabra ,Positivo,Me gusta que se respeten,Positivo,Es bonita,Positivo,Las personas honestas y responsables,Positivo ,Es una mujer muy fuerte ,Positivo, que supe que mi papá se había enfermado se gravedad ,Negativo,No hubiera enfermado tan joven,Negativo,Cocinar y hacer postres,Positivo,Pudiera cumplir todos los anhelos de mi corazón ,Positivo,Sería muy buena jefe ,Ambiguo,Vivir siempre en paz y sirviendo a Dios,Positivo,Nunca me trataron de forma especial ,Negativo,No poder ver realizados a mis hijos,Positivo,Las personas que no respetan a los demás ,Positivo,Era muy incauta,Positivo,"Viven vidas muy vacías, sin objetivos claros",Negativo,"Es para vivirla en paz, respeto, amor y compañerismo",Positivo,Una mujer con un gran corazón y muy emotiva ,Positivo,No siempre me repetan,Negativo,Nos hemos apoyado mutuamente ,Positivo,Creer en que me querían y me respetaban,Negativo,No hubiera enfermado y fallecido tan joven,Positivo,El ser tan emotiva ,Positivo,Es servirle a Dios,Positivo,Saben que cuentan conmigo ,Positivo,Viajaré por muchas partes del mundo y le serviré a Dios ,Positivo,Me da jartera,Negativo,Emprender ,Positivo,Es gente honesta y de buen corazón ,Positivo,No hubiera tenido hijos tan joven ,Ambiguo,"Son deshonestos, hipócritas y sin valores",Negativo,Solamente con mi pareja ,Positivo,Tienen problemas entre ellos ,Ambiguo,"Es honesta, responsable, y valoren su trabajo ",Positivo,Son muy buenas con sus hijos ,Positivo,Haber tenido un hijo tan joven y no haber terminado mis estudios ,Negativo,Un gran padre y un gran ser humano ,Positivo,No puedo pensar con claridad ,Negativo,Soy seria,Positivo,"Servirle a Dios, ver a mis hijos realizados, tener una vida prospera con muy buena salud y vivir en paz con toda mi familia ",Positivo,Quiero servirle a Dios y poder viajar y conocer muchos países ,Positivo,Los respeto,Positivo,No realizar nuevos proyectos ,Negativo,Siguen normal,Ambiguo,Los Diciembres compartiendo en famila y abriendo muchos regalos ,Positivo,Es la hipocresía ,Neutro,Es satisfactoria,Positivo,Me gustaba mucho atender las visitas y pasear en familia ,Positivo,Se siente bien conmigo ,Positivo,Me gustaría que buscara más de Dios ,Positivo,"Creer en personas que no me valoraron, no me quisieron y me traicionaron ",Positivo
49,Masculino.,Habla,Negativo,Me pongo triste ,Negativo,Ser profesional,Negativo,Las cosas saldrían bien,Positivo,Prometedor ,Positivo,Tienen mi respeto ,Positivo,Preguntar ,Negativo,Es un tesoro ,Positivo,Soñaba mucho,Positivo,Que Ame a Dios primero ,Positivo,Es lo normal,Ambiguo ,Es una bendición ,Positivo,Los compañeros ,Positivo ,Me ama,Positivo,Me desilusionaron,Negativo,Estuviera vivo,Negativo,Ser servicial,Positivo,Tuviera más dinero ,Positivo,Los respetaría ,Positivo,Ser mejor para Dios,Negativo,Me enseñaron ,Positivo,La burla,Negativo,La hipocresía ,Neutro ,Era ambicioso,Positivo,Son Buenas personas ,Positivo,Es un regalo de Dios ,Positivo,Lo mejor ,Positivo,Son vulnerables ,Negativo,Nos amamos,Positivo,Callarme las cosas ,Negativo,Estuviera vivo,Ambiguo,La comida,Neutro,Ser multimillonario ,Positivo,No soy ,Neutro,Viajaré a otro pais,Positivo,Me estreso,Negativo,Decir las cosas ,Positivo,Son los de sincero corazón ,Positivo,No cometería tantos errores ,Positivo,Son hermosas ,Positivo,Es por qué estoy casado ,Ambiguo,No se aman ,Negativo,Es sincera ,Positivo,Aman a sus hijos ,Positivo,Nada,Neutro,Un buen hombre ,Positivo,Lucho más ,Positivo,No me obedecen ,Negativo,Agradar a Dios ,Positivo,Viajaré ,Neutro,Tienen mi respeto ,Positivo,Callar,Negativo,Soy feliz,Neutro,Los juegos ,Positivo,La mentira ,Neutro,Es maravillosa ,Positivo,Era muy feliz,Positivo,Es necia,Negativo,Está lejos,Ambiguo,Callar ,Negativo
63,Masculino.,Escucha,Negativo,Me da tristeza ,Negativo,Ser rico,Negativo,Lo haria,Positivo,Incierto,Ambiguo,Les va bien ,Positivo,Intentarlo,Negativo,Estan con uno,Positivo,Jugaba,Positivo,Amable,Positivo,Me dan celos,Negativo,Espectacular ,Positivo,Los hombres ,Ambiguo,Todo,Neutro,Fui pelión,Positivo,Hubiera estado,Negativo,Hablar,Positivo,Tuviera amigos,Positivo,Tendríamos comunicación ,Positivo,Seguir siendo feliz,Positivo,Me cuidaban,Positivo,Las ratas,Positivo,La gente envidiosa ,Positivo ,Tengo vida,Neutro,Son independientes ,Positivo,Es bonita,Positivo,Un rey,Positivo,Son vulgares ,Negativo,Hermanos locos,Neutro,Ser nervioso ,Ambiguo,Fuera estudioso,Ambiguo,El teatro,Positivo,Tener más amigos,Positivo,Grocera,Negativo,Tendré plata,Positivo,Me aburre,Negativo,Las ratas,Positivo,Es la gente directa,Ambiguo,Sería más loco,Negativo,Son amables ,Positivo,Sería más divertido ,Ambiguo,Son numerosas,Neutro,Es feliz,Positivo,Son protectoras,Positivo,Ser miedoso,Ambiguo,Respetuosa,Positivo,Es terrible,Ambiguo,Soy imprudente,Negativo,Tener más vida,Ambiguo,Me voy a descansar,Ambiguo,Son abusivos,Negativo,Seguir luchando,Positivo,Me buscan,Positivo,Estar con mi madre,Positivo,Es ser imprudentes,Negativo,Es buena,Positivo,Jugaba futbol,Positivo,Son grosera,Negativo,Me reprendía mucho,Negativo,Es ser conteston,Negativo
48,Femenino.,Entiende ,Negativo,Me siento triste ,Negativo,Viajar,Positivo,Organizaría ,Positivo,Positivo ,Positivo,Las respeto,Positivo,Enfermedad ,Positivo,Es fiel,Positivo,Era feliz,Positivo,Mi esposo ,Positivo,Siento ternura ,Positivo,Es perfecta ,Negativo,Todos,Positivo ,Mi ejemplo,Positivo,Mamá falleció ,Negativo,Hubiera sido fiel,Negativo,Enseñar,Positivo,Los soy,Positivo,Sería justa,Positivo,Servir a Dios,Positivo,Eran buenos ,Positivo,No ser entendida,Positivo,El pescado,Neutro ,Era malgeniada,Positivo,Son despreocupados,Ambiguo,Debe ser de acuerdos ,Positivo,Su guía ,Ambiguo,Me respetan,Positivo,Nos amábamos mucho,Positivo,Terminar con mi esposo,Ambiguo,Me amara,Negativo,La comida ,Neutro,Bajar de peso,Positivo,Sería feliz,Positivo,Seré abuela,Positivo,Me alegro,Positivo,Nadar,Positivo,Esta cerca,Positivo,Cuidaría mi salud ,Positivo,Son infieles ,Negativo,Sería con mi esposo ,Positivo,Son unidas,Positivo,Es seria,Positivo,Son amorosas,Positivo,Perder tiempo ,Ambiguo,Trabajador,Positivo,Oro a Dios,Ambiguo,Explico,Positivo,Seguir a Dios,Positivo,Viajaré ,Neutro,Merece mi respeto ,Positivo,Ser optimista ,Positivo,Estoy con mi esposo,Neutro,Los deportes ,Neutro,Sean groseros ,Negativo,Es perfecta ,Positivo,Jugaba mucho ,Positivo,Me valora,Positivo,Ya murió ,Neutro,Me lo reservo ,Neutro
55,Femenino.,Regaña,Ambiguo,Me pongo triste,Negativo,Ser azafata escucho,Negativo,Escucho a los demás ,Positivo,Incierto,Ambiguo,No me afectan,Positivo,Hacerme un implante dental ,Positivo,Es fiel y sincero,Positivo,Me maltrataron física y emocionalmente ,Negativo,Es un proceso que se va construyendo,Neutro,Me parece normal,Ambiguo,Me siento muy feliz con la familia que Dios me ha bendecido,Positivo,Trato de llevarme bien con todos ,Positivo,Es un ser maravilloso ,Positivo,Me dieron escopolamina ,Negativo,Hubiera vivido unos años más ,Negativo,Poder ayudar a las personas ,Positivo,Pudiera  alcanzar  mis sueños ,Positivo,Sería humilde y sencilla  ,Positivo,Hacer las cosas bien ,Positivo,Fueron especiales,Positivo,Estar sola,Positivo,La hipocresía ,Neutro ,Vivía muy triste,Positivo,Son muy inmaduras,Negativo,Es un trabajo en equipo que se construye día a día ,Positivo,Lo que soy,Ambiguo,Son buena gente,Positivo,Llevamos una relación  bonita ,Positivo,Confiar en las personas ,Negativo,Estuviera vivo,Ambiguo,Mi timidez,Ambiguo,No equivocarme en lo que me propongo hacer,Positivo,Es común y corriente,Ambiguo,Me gustaría llegar hacer profesional,Positivo,Siento curiosidad  de cómo está de ánimo hoy ,Positivo,Dormir sola ,Negativo,La que es sincera ,Positivo,No quisiera vivir lo que me pasó en mi niñez ,Negativo,Son autónomas e independientes,Positivo,Sería con mi esposo ,Positivo,Son personas mormales,Neutro,Es humilde y sencilla,Positivo,Son sobreprotectoras,Negativo,No poder hacer las cosas por mi misma ,Negativo,Unico,Positivo,Pienso que estoy haciendo mal,Negativo,Lo hago  con cautela y sin ofender a los demás ,Positivo,Hacer lo bueno ,Positivo,Estaré estudiando ,Positivo,Son personas agradables,Positivo,Dudar de mis capacidades,Negativo,Hacen sus cosas normalmente ,Ambiguo,Jugando con mis primas ,Positivo,La falta de sinceridad,Negativo,Es maravillosa ,Positivo,Pase necesidades,Negativo,Hacen las cosas bien ,Positivo,Es un poco malgeniada,Ambiguo,Llorar ,Negativo
18,Femenino.,Regaña.,Ambiguo,Me río de mi misma.,Ambiguo,Una heladería kreisel supra.,Positivo,El mundo sería mejor.,Positivo,Lejano.,Neutro,Me encantan.,Positivo,No ser suficiente.,Negativo,No cambia a pesar de la distancia.,Positivo,Era feliz.,Positivo,Es aquel que corresponda mis sentimientos.,Ambiguo,Me da envidia.,Negativo,Está bien.,Positivo,Mis amigos.,Positivo ,Es la mejor.,Positivo,Me caí frente a todos.,Negativo,Me recogiera más veces en carro.,Negativo,Controlar a los demás.,Negativo,Si fuera más inteligente.,Positivo,Probablemente sean felices.,Positivo,Adquirir más conocimientos.,Positivo,Pensaban que era la estudiante ideal.,Ambiguo,Que me dejen de lado.,Positivo,Los animales.,Ambiguo,No tenía autoestima.,Positivo,Están perdiendo el camino.,Ambiguo,Es un reto.,Ambiguo,Una consentida.,Ambiguo,No son los mejores.,Negativo,Somos como mejores amigas.,Positivo,Confiar en personas que consideraba como mis amigos.,Negativo,Hablara más conmigo.,Negativo,La rinitis.,Negativo,Es ser millonaria.,Positivo,Coopera.,Positivo,Seré reconocida.,Positivo,Sigo haciendo mi trabajo.,Positivo,Arriesgarme.,Positivo,Son igual de raros a mí.,Ambiguo,Trabajaría más en mi cuerpo.,Positivo,Son mentirosos.,Negativo,Utilizaría los métodos anticonceptivos.,Positivo,Son raras.,Neutro,Trabaja.,Positivo,No son de mi agrado.,Negativo,Ser yo misma.,Negativo,El mejor.,Positivo,Es todos los días.,Negativo,Verifico que se ejecuten.,Positivo,Dinero.,Positivo,Voy a obtener mi título.,Positivo,Me agradan.,Positivo,Perder oportunidades.,Negativo,Me extrañan.,Positivo,Es ir a comer lasaña con mi familia.,Positivo,Es su indecisión.,Negativo,No ha empezado.,Negativo,,Neutro,N/R,N/R,,Neutro,,Neutro
52,Masculino.,Abraza,Negativo,Maldigo mi suerte ,Negativo,Hablar un idioma diferente al español,Positivo,Las cosas serian diferentes ,Ambiguo,Complicado,Negativo,Se han preparado para estar ahi,Positivo,La vejez,Negativo,Siempre estara a mi lado,Negativo,Nunca pense en el lugar que ocupo hoy,Ambiguo,Fiel,Positivo,Se respetan,Positivo,Es perfecta,Negativo,Hombres,Ambiguo,Fue especial ,Ambiguo,Compré mi primer carro,Ambiguo ,Me hubiese apoyado ,Negativo,Enseñar ,Positivo,No tuviese una enfermedad cronica,Negativo,Tendrian todo mi apoyo,Positivo,Tener una buena vejez,Positivo,Fueron tolerantes ,Positivo,Las alturas,Negativo,La mentira,Neutro ,Pienso en lo que voy a hacer,Positivo,Son desatentos,Negativo,Es de respeto,Positivo,Un rey ,Positivo,Creen en mis habilidades ,Positivo,Tuvimos poca comunicación ,Negativo,N/R,N/R,Hubiese sido diferente en mi infancia ,Negativo,El trago,Negativo,Hablar un idioma diferente al español ,Positivo,Es responsable ,Positivo,Sere pensionado,Ambiguo,Lo saludo,Positivo,Hablar en público ,Positivo,Es la trabajadora y responsable ,Positivo,No cambiaria lo que hice hasta hoy,Ambiguo,Se han superado,Positivo,"Seria con mi unica pareja, mi esposa",Positivo,Tienen muchos problemas de comunicación ,Negativo,Comparten mis metas,Positivo,Son responsables ,Positivo,Tener la familia en la que nací,Negativo,Una persona que paso por mi vida sin darme apoyo,Negativo,La asumire con responsabilidad ,Positivo,Espero no repetir ,Negativo,Llegar a viejo,Positivo,Estare pensionado,Positivo,Merecen mi respecto y gratitud,Positivo,Estudiar mas y mas,Ambiguo,Estarán haciendo su día a día,Ambiguo,Poder hablar ya que tuve problemas de lenguaje,Positivo,Que sean buena vida sin responsabilidad ,Negativo,Es perfecta ,Positivo,Jugaba todos los dias,Positivo,Me dicen mentiras ,Negativo,Ya no esta conmigo,Ambiguo,No aprender otro idioma ,Negativo
35,Masculino.,Me ignoran ,Positivo,No pasa nada ,Neutro,Tener dinero ,Negativo,Sería amable ,Positivo,Incierto ,Ambiguo,Me respetan ,Positivo,A la agujas ,Positivo,Es honesto ,Positivo,Era lindo ,Positivo,Es ojos azul ,Positivo,Son novios ,Positivo,La mejor ,Neutro,Desarrollándolas ,Negativo,Es la mejor ,Positivo,Me caí de una moto ,Negativo,Fuera más juicioso ,Negativo,Liderar ,Positivo,Viviera en un pueblo ,Positivo,La respeto ,Positivo,Lo mejor,Ambiguo,Me apreciaban ,Positivo,A las agujas ,Negativo,La papaya,Neutro ,Después ,Neutro,Son tontos ,Negativo,Es innecesaria ,Negativo ,Lo mejor ,Positivo,Son los mejores ,Positivo,Nos amamos ,Positivo,Dejarme llevar por mis emociones ,Negativo,No trabajara,Positivo,Mal pensado ,Negativo,El dinero ,Positivo,La respeto ,Positivo,Seré el mejor ,Positivo,No pasa nada ,Positivo,A las alturas ,Positivo,Es la alegre ,Positivo,No desperdiciaría el tiempo ,Positivo,Son consentidas ,Positivo,Me cuido ,Positivo,Son dobles ,Negativo,Es inteligente ,Positivo,Son amorosas ,Positivo,Ser grosero ,Positivo,El mejor ,Positivo,No pasa nada ,Neutro,Soy tranquilo ,Positivo,Ser independiente ,Positivo,Seres prospero ,Positivo,Los respeto ,Positivo,A nada ,Neutro,No pasa nada ,Neutro,Cuando jugaba en la calle ,Positivo,—-,Neutro,Satisfactoria ,Positivo,Me consentían ,Positivo,Me respeta ,Ambiguo,Tiene malos comentarios ,Negativo,Nada,Neutro
57,Femenino.,Entendió ,Negativo,De malas,Neutro,Estudiar más ,Negativo,Personas ,Neutro,Incierto ,Ambiguo,Son imponentes ,Negativo,La soledad ,Negativo,Está en las buenas y malas ,Positivo,Disfruté de mi infancia ,Positivo,Era normal ,Positivo,Pareja ,Positivo,Es perfecta ,Negativo,Los hombres ,Ambiguo,Lo más importante en mi vida ,Negativo,Difícil ,Neutro,Hubiera vivido más tiempo ,Negativo,Trabajar en equipo ,Positivo,Tuviera más recursos económicos ,Positivo,Respesto,Positivo,Tranquilidad ,Positivo,Muy buenos ,Positivo,La soledad ,Positivo,La injusticia ,Positivo ,La juventud ,Neutro,Son perezosos,Negativo,Es responsabilidad ,Positivo,Una persona importante ,Positivo,Con respeto ,Positivo,Muy unidas,Positivo,No estudiar ,Negativo,Hubiera vivido más ,Positivo,El amor ,Positivo,Ser correcta ,Positivo,Respeto ,Neutro,Quisiera viajar ,Positivo,Respeto ,Ambiguo,Ser más arriesgada ,Positivo,La honesta ,Positivo,Disfrutar más ,Positivo,Son más liberadas ,Positivo,Con mucho amor ,Positivo,Son felices ,Positivo,Justa y responsable ,Positivo,Son imponentes ,Negativo,Ser perezosa,Positivo,Maravilloso ,Positivo,Mal genio ,Ambiguo,Soy justa,Positivo,Viajar ,Positivo,Tranquilidad ,Neutro,Dios ,Ambiguo,No actuar,Negativo,No hay lio,Neutro,Jugar con mi papá ,Positivo,La mentira ,Neutro,Normal ,Neutro,Disfruté la infancia ,Positivo,Muy agradable ,Positivo,La amo ,Positivo,Resentida ,Neutro
61,Masculino.,Abrazaba,Negativo,Cuanto no duermo bien,Neutro,Una camioneta vieja,Positivo,Le daria la oportunidad a mucha gente,Positivo,Maravilloso,Positivo,Se lo merecen ,Positivo,Una enfermedad letal,Positivo,Siempre esta ahi,Negativo,Fui muy feliz,Positivo,"Una persona sencilla, humilde",Positivo,Normal ,Neutro,Es muy unida,Positivo,Los mas pilos,Positivo ,"La admiro, quiero y respeto",Positivo,Salimos de la finca,Negativo,Hubiera escuchado a mi madre,Negativo,Hacer amigos,Positivo,Tengo la familia comoleta y salud,Neutro,Seria un jefe justo,Positivo,Ser feliz el resto de vida,Negativo,Fueron geniales,Positivo,Perder el empleo,Positivo,Las mentiras,Neutro ,La verdad,Neutro,Estan deshubicados,Negativo,Es bonita,Positivo,Un principe,Positivo,Son los mejores,Positivo,Nos amamos,Positivo,No terminar una carrera profesional,Negativo,Estuviera vivo,Ambiguo,Los sistemas,Neutro,Tener muchas ganas de vivir  feliz,Positivo,Es honesta ,Positivo,Podre viajar al viejo continente,Positivo,Me da alegria,Positivo,Enfermarme grave,Ambiguo,Mi familia ,Positivo,Estudiaria,Positivo,Son buena gente,Positivo,Seria solo con mi esposa,Positivo,Son trabajadoras,Positivo,Tiene buena actitud,Positivo,Son trabajadoras y honestas,Positivo,Nada,Neutro,Vivio muy poco tiempo,Ambiguo,Siempre ha estado de mi lado,Positivo,Son muy objetivo,Positivo,Ser feliz,Ambiguo,Sere un pensionado,Positivo,Son un ejemplo,Positivo,Recalcular,Ambiguo,Son tranquilos,Ambiguo,La finca donde me crie,Positivo,La mentira,Neutro,Es tranquila,Positivo,Fui muy feliz,Positivo,Es muy entusiasta,Positivo,Es de mal genio,Negativo,No estudiar una carrera profesional ,Negativo
19,Masculino.,Abraza,Negativo,Me frustró ,Ambiguo,Viajar mucho,Positivo,Sería rígido ,Negativo,Incierto ,Ambiguo,Los respeto ,Positivo,Estancarme ,Negativo,Nunca miente ,Negativo,Era muy llorón ,Negativo,Inteligente y chistosa ,Positivo,Neutralidad ,Neutro,Siento que es perfecta ,Negativo,Gente tranquila ,Positivo ,Es la mejor ,Positivo,Me robaron,Negativo,Fuera más cariñoso ,Negativo,Hacer reír ,Positivo,Viajará mucho,Positivo,Sería muy razonable ,Positivo,Tener un buen trabajo ,Positivo,Eran inteligentes ,Positivo,Fracasar ,Positivo,La gente arrogante ,Positivo ,Era más juicioso ,Negativo,Son chistosos ,Positivo,Es bonita ,Positivo,Una persona inteligente ,Positivo,Son graciosos ,Positivo,Somos muy cercanos ,Positivo,Guardarme las cosas ,Negativo,Fuera un poco más cariñoso ,Negativo,La puntualidad ,Negativo,Ganar un torneo ,Positivo,Son honestas ,Positivo,Haré una fundación para animales ,Positivo,Me asusto ,Negativo,El fracaso ,Positivo,Son los relajados ,Positivo,Aprovecharía más mi tiempo ,Positivo,Mienten ,Negativo,Me relajaría ,Positivo,Son difíciles ,Ambiguo,No se estresa rápido ,Positivo,Son muy comprensibles,Positivo,Perder mi tiempo ,Ambiguo,Muy trabajador y buena persona ,Positivo,Me frustro ,Negativo, yo creo que es un placer ,Positivo,Que mis papás tengan la mejor vida ,Positivo,Seré psicologo ,Positivo,Son buena gente ,Positivo,Estresarme ,Negativo,Se aburren ,Positivo,Cuando pintaba en el jardín ,Positivo,Mentirosas ,Negativo,Activa ,Positivo,Yo era muy consentido ,Positivo,Son relajadas ,Ambiguo,A veces es muy sobreprotectora ,Negativo,Dañar lo sentimientos de una persona ,Negativo
36,Masculino.,Valora,Negativo,Doy gracias,Positivo,Ser feliz,Negativo,Organizaria,Neutro,Incierto,Ambiguo,Ejemplo ,Neutro,Arriesgarme,Ambiguo,Apoya,Positivo,Tenía miedo,Negativo,Apoyo ,Positivo,Compresión ,Positivo,Unida,Positivo,Todos,Positivo ,Valiente,Positivo,Me equivoqué ,Negativo,Fuera cariñoso ,Negativo,Liderar ,Positivo,No tuviera miedo ,Negativo,Las apreciaría ,Positivo,Superarme,Positivo,Eran ejemplo,Positivo,Arriesgarme ,Positivo,Sentir miedo ,Positivo ,Era mal geniado,Positivo,Son maleducados ,Negativo,Es complicada ,Negativo ,Único ,Positivo,Equipo ,Neutro,Unidos,Positivo,Dejar mis sueños ,Negativo,Fuera más cercano,Negativo,Mi hijo,Positivo,Ser estable económicamente ,Positivo,Equipo ,Positivo,Seré completamente feliz ,Ambiguo,Fastidio,Negativo,Arriesgarme ,Positivo,Sincera ,Positivo,Seguiría mis sueños ,Positivo,No valoran nada,Negativo,Con amor ,Positivo,Separadas,Negativo,Es sincera,Positivo,Son de admirar,Positivo,No ser lo suficientemente bueno,Negativo,Alejado,Negativo,Agradezco,Ambiguo,Explicó ,Positivo,No tener miedo y ser completamente feliz ,Positivo,Seré completamente feliz ,Positivo,Son ejemplo,Positivo,Sentirme inferior,Negativo,Me apoyan,Positivo,Compartir con mis abuelos ,Positivo,Sean hipócritas ,Negativo,Cariñosa,Positivo,Quería ser rico,Ambiguo,Me respetan,Ambiguo,Tengo miedo a perderla,Positivo,Ser borracho ,Negativo
48,Femenino.,Sentir sola el siempre ha estado presente ,Positivo,No creo que se trate de suerte solo son buenas o malas desiciones ,Neutro,Tener tres hijos,Negativo,Implementará muchas acciones de mejora en tecnología en la empresa ,Positivo,Incierto por qué nunca sabemos que nos espera,Ambiguo,Algunas son muy sabias y buenas personas otras no tanto,Ambiguo,Las cucarachas ,Positivo,Es aquel que siempre nos dice la verdad y está en todo momento ,Negativo,Me gustaba jugar a la casita ,Positivo,Es un hombre sincero tierno respetuoso amable y que me amen,Positivo,A veces pienso hacen una bonita pareja otras simplemente digo no parecen enamorados ,Ambiguo,Creo que la mía es muy hermosa y que Dios ha bendecido ,Positivo,Los hombres son personas descomplicadas,Ambiguo,La admiro por todo lo que ha vivido ,Positivo,Me enteré que había muerto una persona muy especial para mi,Negativo,Estuviera vivo me daría muchos concejos ,Positivo,Administración y dirigir. Creo que soy ágil.en las cosas del hogar ,Positivo,La felicidad depende de cada uno no se trata de que te hace feliz sino dónde estas feliz ,Neutro,Soy agradecida y justa me gusta trabajar en equipo ,Positivo,Poder ayudar a mi hijo a formarse y verlo crecer en todos los aspectos ,Positivo,Eran súper chéveres fue una época muy bonita ,Positivo,Las cucarachas ,Positivo,La mentira ni la injusticia ,Positivo ,Era más malgeniada y sería ,Positivo,La juventud de hoy no ha tenido la oportunidad de vivir las cosas simples y agradables de la juventud ,Ambiguo,Es complicada y hay que tener amor y tolerancia ,Positivo,Una mujer luchadora ,Positivo,Son muy buenos profesionales pero algunas personas no son tan sinceras ,Negativo,Tenemos una relación muy cercana la amo,Positivo,Tomar desiciones apresuradas ,Negativo,Estuviera vivo ,Ambiguo,Mi hijo ,Positivo,Llegar a alcanzar una estatus espiritual ,Positivo,Es responsable ,Positivo,Seré Gerente ,Positivo,Me da alegría lo quiero mucho ,Positivo,Lo desconocido ,Ambiguo,Es aquella que es sincera auténticos ,Positivo,No cometería los mismo errores y disfrutaría al máximo todo ,Positivo,Creen que ser felices es con un pareja y no es asi,Negativo,Soy responsable con mi vida sexual,Positivo,Son familias bonitas ,Positivo,Trabaja en equipo y por un objetivo ,Positivo,Dan todo por sus hijos ,Positivo,Defraudar a mis padres,Negativo,Un gran hombre muy sbaio,Positivo,Siempre aprendo de lo malo y lo bueno ,Positivo,Trato de que sea una instrucción clara y de la mejor manera ,Positivo,Terminar mi vejez tranquila y en compañía de esposo que no dependa de ningún ser humano y me.valga por si misma,Positivo,Espero poder llevar a cabo mis proyectos ,Positivo,Los respecto y admiro,Positivo,La incertidumbre ,Neutro,Tengo pocos amigos pero muy sinceros y leales ,Positivo,Las muñecas que me compraba mi mamá ,Positivo,Que son muy frescos no son detallistas ,Ambiguo,Es tranquila agradable,Positivo,Anhelaba una muñeca Barbie ,Ambiguo,Me respeta y me aprecia ,Positivo,Es muy materialista e impaciente,Negativo,Engañar a un novio,Negativo
